index;dataschema_variable;label;valueType;input_dataset;input_variables;Mlstr_harmo::rule_category;Mlstr_harmo::algorithm;Mlstr_harmo::comment;Mlstr_harmo::status;Mlstr_harmo::status_detail
;FRUITVEG_JUICE_1301;Intake of fruit and vegetable juices [g/d];decimal;IDEFICS_P1;E24;direct_mapping;direct_mapping;"SACANA FGS E24 ""fruit, vegetable juices and smoothies - ns""";complete;identical
;SOFTDRINKS_1302;Intake of soft drinks [g/d];decimal;IDEFICS_P1;E25;direct_mapping;direct_mapping;"SACANA FGS E25 ""Soft and sweetened drinks""";complete;identical
;HOTDRINKS_1303;Intake of hot drinks and similar (coffee, cocoa, tea and herbal infusions) [g/d];decimal;IDEFICS_P1;E23;direct_mapping;direct_mapping;"SACANA FGS E23 ""coffee, tea, coffee surrogate, decafe, herbal - ns""";complete;identical
;COFFEE_130301;Coffee intake [g/d];decimal;IDEFICS_P1;impossible;impossible;impossible;;impossible;unavailable
;TEA_130302;Tea intake [g/d];decimal;IDEFICS_P1;impossible;impossible;impossible;;impossible;unavailable
;HERBALTEA_130303;Intake of herbal and other non-tea infusions [g/d];decimal;IDEFICS_P1;impossible;impossible;impossible;;impossible;unavailable
;COFFEE_IMITATE_130304;Intake of chicory coffee infusion and coffee imitate beverages [g/d];decimal;IDEFICS_P1;impossible;impossible;impossible;;impossible;unavailable
;WATER_1304;Intake of water and water-based beverages [g/d];decimal;IDEFICS_P1;E22;direct_mapping;direct_mapping;"SACANA FGS 22 ""water""";complete;identical
;ALC_BEV_14;Alcoholic beverage intake [g/d];decimal;IDEFICS_P1;F;direct_mapping;direct_mapping;"SACANA FGS F ""Alcoholic beverages ns""";complete;identical
;WINE_1401;Intake of wine and wine-like drinks [g/d];decimal;IDEFICS_P1;F27;direct_mapping;direct_mapping;"SACANA FGS F27 ""Wine""";complete;identical
;FORTWINE_1402;Intake of fortified/liqueur wine [g/d];decimal;IDEFICS_P1;impossible;impossible;impossible;;impossible;unavailable
;BEER_1403;Intake of beer and beer-like beverage [g/d];decimal;IDEFICS_P1;F26;direct_mapping;direct_mapping;"SACANA FGS F26 ""Beer and cider""";complete;identical
;SPIRITS_1404;Intake of unsweetened spirits [g/d];decimal;IDEFICS_P1;impossible;impossible;impossible;;impossible;unavailable
;HERBLIQUEUR_1405;Intake of herb liqueur [g/d];decimal;IDEFICS_P1;impossible;impossible;impossible;;impossible;unavailable
;LIQUEURS_1406;Intake of liqueurs [g/d];decimal;IDEFICS_P1;impossible;impossible;impossible;;impossible;unavailable
;COCKTAILS_1407;Intake of mixed alcoholic drinks [g/d];decimal;IDEFICS_P1;impossible;impossible;impossible;;impossible;unavailable
;CONDIMENT_SAUCES_15;Intake of seasoning, sauces and condiments [g/d];decimal;IDEFICS_P1;C15;direct_mapping;direct_mapping;SACANA FGS C15 Sauces, dressing and condiments - ns;complete;identical
;SAUCES_1501;Intake of savoury sauces [g/d];decimal;IDEFICS_P1;impossible;impossible;impossible;;impossible;unavailable
;TOMATOSAUCE_150101;Intake of tomato-containing cooked sauces [g/d];decimal;IDEFICS_P1;impossible;impossible;impossible;;impossible;unavailable
;DRESSINGS_150102;Dressing intake [g/d];decimal;IDEFICS_P1;impossible;impossible;impossible;;impossible;unavailable
;MAYONNAISE_150103;Intake of mayonnaise [g/d];decimal;IDEFICS_P1;impossible;impossible;impossible;;impossible;unavailable
;DESSERTSAUCE_150104;Intakes of dessert sauces/toppings [g/d];decimal;IDEFICS_P1;impossible;impossible;impossible;;impossible;unavailable
;YEAST_1502;Intake of yeast cultures [g/d];decimal;IDEFICS_P1;impossible;impossible;impossible;;impossible;unavailable
;HERBS_SPICES_1503;Intakes of berbs, spices and similar [g/d];decimal;IDEFICS_P1;impossible;impossible;impossible;;impossible;unavailable
;CONDIMENTS_1504;Condiments intake [g/d];decimal;IDEFICS_P1;impossible;impossible;impossible;;impossible;unavailable
;SOUP_BOUILLON_16;Intake of soups and broths [g/d];decimal;IDEFICS_P1;"E21;L44a;L44b";operation;E21 + L44a + L44b;"SACANA FGS E21 "" Bouillon - meat/fish/vegetable"" + SACANA FGS L44a ""Soup, veloutè, LIQUID"" + SACANA FGS L44b ""Soup, veloutè, NOT LIQUID""";complete;compatible
;SOUP_1601;Intake of soups [g/d];decimal;IDEFICS_P1;impossible;impossible;impossible;;impossible;unavailable
;BOUILLON_1602;Intake of mixed vegetables soup, clear meat soup [g/d];decimal;IDEFICS_P1;impossible;impossible;impossible;;impossible;unavailable
;MISCELLANEOUS_17;Intake of miscellaneous [g/d];decimal;IDEFICS_P1;impossible;impossible;impossible;;impossible;unavailable
;VEG_DISHES_1700;Intake of vegetarian products and dishes [g/d];decimal;IDEFICS_P1;K40a;direct_mapping;direct_mapping;"SACANA FGS K40a ""Vegetarian burgers, tempeh, tofu, seitan""";complete;identical
;SOY_PROD_1701;Intake of soy products [g/d];decimal;IDEFICS_P1;K40c;direct_mapping;direct_mapping;"SACANA FGS K40c ""Soy based dessert, cakes,and similar""";complete;identical
;DIET_PROD_1702;Intake of food for weight reduction [g/d];decimal;IDEFICS_P1;impossible;impossible;impossible;;impossible;unavailable
;ART_SWEETENER_170201;Intake of artificial sweeteners (e.g., aspartam, saccharine) [g/d];decimal;IDEFICS_P1;impossible;impossible;impossible;;impossible;unavailable
;SNACKS_1703;Intake of snacks other than chips and similar [g/d];decimal;IDEFICS_P1;impossible;impossible;impossible;;impossible;unavailable
;AMPHIBIANS_1704;Intake of amphibians, reptiles, snails, insects [g/d];decimal;IDEFICS_P1;impossible;impossible;impossible;;impossible;unavailable
;DIETARY_ASSESS_INSTR;Dietary Assessment Instrument;integer;IDEFICS_P1;_BLANK_;paste;2;2 (24HDR);complete;identical
