index;dataschema_variable;label;valueType;input_dataset;input_variables;Mlstr_harmo::rule_category;Mlstr_harmo::algorithm;Mlstr_harmo::comment;Mlstr_harmo::status;Mlstr_harmo::status_detail
118;SOUP_BOUILLON_16;Intake of soups and broths [g/d];decimal;IDEFICS_P1;"E21;L44a;L44b";operation;E21 + L44a + L44b;"SACANA FGS E21 "" Bouillon - meat/fish/vegetable"" + SACANA FGS L44a ""Soup, veloutè, LIQUID"" + SACANA FGS L44b ""Soup, veloutè, NOT LIQUID""";complete;compatible
119;SOUP_1601;Intake of soups [g/d];decimal;IDEFICS_P1;impossible;impossible;impossible;;impossible;unavailable
120;BOUILLON_1602;Intake of mixed vegetables soup, clear meat soup [g/d];decimal;IDEFICS_P1;impossible;impossible;impossible;;impossible;unavailable
121;MISCELLANEOUS_17;Intake of miscellaneous [g/d];decimal;IDEFICS_P1;impossible;impossible;impossible;;impossible;unavailable
122;VEG_DISHES_1700;Intake of vegetarian products and dishes [g/d];decimal;IDEFICS_P1;K40a;direct_mapping;direct_mapping;"SACANA FGS K40a ""Vegetarian burgers, tempeh, tofu, seitan""";complete;identical
123;SOY_PROD_1701;Intake of soy products [g/d];decimal;IDEFICS_P1;K40c;direct_mapping;direct_mapping;"SACANA FGS K40c ""Soy based dessert, cakes,and similar""";complete;identical
124;DIET_PROD_1702;Intake of food for weight reduction [g/d];decimal;IDEFICS_P1;impossible;impossible;impossible;;impossible;unavailable
125;ART_SWEETENER_170201;Intake of artificial sweeteners (e.g., aspartam, saccharine) [g/d];decimal;IDEFICS_P1;impossible;impossible;impossible;;impossible;unavailable
126;SNACKS_1703;Intake of snacks other than chips and similar [g/d];decimal;IDEFICS_P1;impossible;impossible;impossible;;impossible;unavailable
127;AMPHIBIANS_1704;Intake of amphibians, reptiles, snails, insects [g/d];decimal;IDEFICS_P1;impossible;impossible;impossible;;impossible;unavailable
128;DIETARY_ASSESS_INSTR;Dietary Assessment Instrument;integer;IDEFICS_P1;_BLANK_;paste;2;2 (24HDR);complete;identical
