index;dataschema_variable;label;valueType;input_dataset;input_variables;Mlstr_harmo::rule_category;Mlstr_harmo::algorithm;Mlstr_harmo::comment;Mlstr_harmo::status;Mlstr_harmo::status_detail
75;BUTTER_1002;Intake of butter [g/d];decimal;DONALD_P1;BUTTER_1002;direct_mapping;direct_mapping;;complete;compatible
76;MARGARINE_1003;Intake of margarines and similar [g/d];decimal;DONALD_P1;MARGARINE_1003;direct_mapping;direct_mapping;;complete;compatible
77;FRYFAT_1004;Intake of blended frying oil/fats [g/d];decimal;DONALD_P1;FRYFAT_1004;direct_mapping;direct_mapping;;complete;compatible
78;MARINEOILS_1005;Intake of fats and oils from marine sources [g/d];decimal;DONALD_P1;MARINEOILS_1005;direct_mapping;direct_mapping;;complete;compatible
79;OTHER_ANIMALFAT_1006;Intake of animal fats (processed fat from animal tissue) [g/d];decimal;DONALD_P1;OTHER_ANIMALFAT_1006;direct_mapping;direct_mapping;;complete;compatible
80;SUGAR_CONFECT_11;Intake of sugar and similar, confectionery and water-based sweet desserts [g/d];decimal;DONALD_P1;SUGAR_CONFECT_11;direct_mapping;direct_mapping;;complete;compatible
81;HONEY_JAM_1101;Intake of sugars, syrups, honey and table-top sweeteners [g/d];decimal;DONALD_P1;HONEY_JAM_1101;direct_mapping;direct_mapping;;complete;compatible
82;CHOCOLATE_1102;Intake of chocolate, chocolate products and chocolate coated confectionary [g/d];decimal;DONALD_P1;CHOCOLATE_1102;direct_mapping;direct_mapping;;complete;compatible
83;NONCHOC_SWEETS_1103;Intake of sweet bars and other formed sweet masses, candies (soft and hard) and other confectionery including breath refreshening microsweets [g/d];decimal;DONALD_P1;NONCHOC_SWEETS_1103;direct_mapping;direct_mapping;;complete;compatible
84;SYRUP_1104;Intake of corn syrup and sugar beet syrup [g/d];decimal;DONALD_P1;SYRUP_1104;direct_mapping;direct_mapping;;complete;compatible
85;ICECREAM_1105;Intake of spoonable desserts and ice creams [g/d];decimal;DONALD_P1;ICECREAM_1105;direct_mapping;direct_mapping;;complete;compatible
86;ICECREAM_MILK_110501;Intake of milk-based ice cream [g/d];decimal;DONALD_P1;ICECREAM_MILK_110501;direct_mapping;direct_mapping;;complete;compatible
87;SORBET_110502;Sorbet intake [g/d];decimal;DONALD_P1;SORBET_110502;direct_mapping;direct_mapping;;complete;compatible
88;WATER_ICE_110503;Intake of water-based ice creams [g/d];decimal;DONALD_P1;WATER_ICE_110503;direct_mapping;direct_mapping;;complete;compatible
89;CAKES_12;Intake of cakes and fine bakery products [g/d];decimal;DONALD_P1;CAKES_12;direct_mapping;direct_mapping;;complete;compatible
90;VARPASTRY_1201;Intake of various pastry [g/d];decimal;DONALD_P1;VARPASTRY_1201;direct_mapping;direct_mapping;Some baking mixes included, but not ready-to-eat (components missing here);partial;compatible
91;DRYCAKE_1202;Intake of sponge biscuits and plain cakes [g/d];decimal;DONALD_P1;DRYCAKE_1202;direct_mapping;direct_mapping;;complete;compatible
92;NONALC_BEV_13;Intake of non-alcoholic beverages [g/d];decimal;DONALD_P1;NONALC_BEV_13;direct_mapping;direct_mapping;;complete;compatible
93;FRUITVEG_JUICE_1301;Intake of fruit and vegetable juices [g/d];decimal;DONALD_P1;FRUITVEG_JUICE_1301;direct_mapping;direct_mapping;;complete;compatible
94;SOFTDRINKS_1302;Intake of soft drinks [g/d];decimal;DONALD_P1;SOFTDRINKS_1302;direct_mapping;direct_mapping;;complete;compatible
95;HOTDRINKS_1303;Intake of hot drinks and similar (coffee, cocoa, tea and herbal infusions) [g/d];decimal;DONALD_P1;HOTDRINKS_1303;direct_mapping;direct_mapping;;complete;compatible
96;COFFEE_130301;Coffee intake [g/d];decimal;DONALD_P1;COFFEE_130301;direct_mapping;direct_mapping;;complete;compatible
97;TEA_130302;Tea intake [g/d];decimal;DONALD_P1;TEA_130302;direct_mapping;direct_mapping;;complete;compatible
98;HERBALTEA_130303;Intake of herbal and other non-tea infusions [g/d];decimal;DONALD_P1;HERBALTEA_130303;direct_mapping;direct_mapping;;complete;compatible
99;COFFEE_IMITATE_130304;Intake of chicory coffee infusion and coffee imitate beverages [g/d];decimal;DONALD_P1;COFFEE_IMITATE_130304;direct_mapping;direct_mapping;;complete;compatible
100;WATER_1304;Intake of water and water-based beverages [g/d];decimal;DONALD_P1;WATER_1304;direct_mapping;direct_mapping;;complete;compatible
101;ALC_BEV_14;Alcoholic beverage intake [g/d];decimal;DONALD_P1;ALC_BEV_14;direct_mapping;direct_mapping;;complete;compatible
102;WINE_1401;Intake of wine and wine-like drinks [g/d];decimal;DONALD_P1;WINE_1401;direct_mapping;direct_mapping;;complete;compatible
103;FORTWINE_1402;Intake of fortified/liqueur wine [g/d];decimal;DONALD_P1;FORTWINE_1402;direct_mapping;direct_mapping;;complete;compatible
104;BEER_1403;Intake of beer and beer-like beverage [g/d];decimal;DONALD_P1;BEER_1403;direct_mapping;direct_mapping;;complete;compatible
105;SPIRITS_1404;Intake of unsweetened spirits [g/d];decimal;DONALD_P1;SPIRITS_1404;direct_mapping;direct_mapping;;complete;compatible
106;HERBLIQUEUR_1405;Intake of herb liqueur [g/d];decimal;DONALD_P1;HERBLIQUEUR_1405;direct_mapping;direct_mapping;;complete;compatible
